Phenotype Name,Code Type,Code Description,Code
Non-brain cancer,Read2,Other malignant neoplasm of skin,B33..00
Non-brain cancer,Read2,Other mature T/NK-cell lymphoma,B62Ew00
Non-brain cancer,Read2,Other monocytic leukaemia,B66y.00
Non-brain cancer,Read2,Other monocytic leukaemia NOS,B66yz00
Non-brain cancer,Read2,Other myeloid leukaemia NOS,B65yz00
Non-brain cancer,Read2,Other paraproteinaemias,C332.00
Non-brain cancer,Read2,Other specified leukaemia,B67..00
Non-brain cancer,Read2,Other specified leukaemia NOS,B67z.00
Non-brain cancer,Read2,Other specified reticulosarcoma or lymphosarcoma,B60y.00
Non-brain cancer,Read2,Other types of follicular lymphoma,B628700
Non-brain cancer,Read2,Other types of follicular non-Hodgkin's lymphoma,B627B00
Non-brain cancer,Read2,Overlapping malign lesion of retroperitoneum and peritoneum,B182.00
Non-brain cancer,Read2,Overlapping malignant melanoma of skin,B32y000
Non-brain cancer,Read2,Pain from metastases,1D18.00
Non-brain cancer,Read2,Pancoast's syndrome,B222.11
Non-brain cancer,Read2,Paraproteinaemia NOS,C332z00
Non-brain cancer,Read2,Pathological fracture due to metastatic bone disease,B585000
Non-brain cancer,Read2,Peripheral T-cell lymphoma,B62x200
Non-brain cancer,Read2,Phaeochromocytoma,B540.11
Non-brain cancer,Read2,Plasma cell leukaemia,B631.00
Non-brain cancer,Read2,Plasmacytoma NOS,B630200
Non-brain cancer,Read2,Plasmacytoma NOS,B936.12
Non-brain cancer,Read2,Polycythaemia rubra vera,B934.11
Non-brain cancer,Read2,Polycythaemia vera,B934.00
Non-brain cancer,Read2,Primary angiosarcoma of liver,B150200
Non-brain cancer,Read2,Primary carcinoma of liver,B150000
Non-brain cancer,Read2,Primary cutaneous CD30-positive T-cell proliferations,B62EA00
Non-brain cancer,Read2,Primary malignant neoplasm of liver,B150.00
Non-brain cancer,Read2,Primary malignant neoplasm of liver NOS,B150z00
Non-brain cancer,Read2,Primary malignant neoplasm of unknown site,B593.00
Non-brain cancer,Read2,Primary polycythaemia,B934.12
Non-brain cancer,Read2,Primary vulval cancer,B454.11
Non-brain cancer,Read2,Prolymphocytic leukaemia,B64y100
Non-brain cancer,Read2,Radical cystoprostatectomy,7B20200
Non-brain cancer,Read2,Radical cystoprostatourethrectomy,7B20000
Non-brain cancer,Read2,Radical prostatectomy - unspecified excision of pelvic nodes,7B36000
Non-brain cancer,Read2,Radical prostatectomy with pelvic lymphadenectomy,7B36700
Non-brain cancer,Read2,Radical prostatectomy with pelvic node sampling,7B36600
Non-brain cancer,Read2,Radical prostatectomy without pelvic node excision,7B36500
Non-brain cancer,Read2,Rectal carcinoma,B141.12
Non-brain cancer,Read2,Refractory Anaemia,D213.00
Non-brain cancer,Read2,Refractory anaemia with excess of blasts,B937200
Non-brain cancer,Read2,Refractory anaemia with excess of blasts with transformation,B937300
Non-brain cancer,Read2,Refractory anaemia with multilineage dysplasia,B937800
Non-brain cancer,Read2,Refractory anaemia with ring sideroblasts,B937700
Non-brain cancer,Read2,Refractory anaemia with sideroblasts,B937100
Non-brain cancer,Read2,Refractory anaemia without ring sideroblasts,B937600
Non-brain cancer,Read2,"Refractory anaemia without sideroblasts, so stated",B937000
Non-brain cancer,Read2,"Refractory anaemia, unspecified",B937X00
Non-brain cancer,Read2,Renal malignant neoplasm,B4A..11
Non-brain cancer,Read2,Reticulosarcoma,B600.00
Non-brain cancer,Read2,Reticulosarcoma NOS,B600z00
Non-brain cancer,Read2,Reticulosarcoma of intra-abdominal lymph nodes,B600300
Non-brain cancer,Read2,"Reticulosarcoma of lymph nodes of head, face and neck",B600100
Non-brain cancer,Read2,Reticulosarcoma of spleen,B600700
Non-brain cancer,Read2,Reticulosarcoma of unspecified site,B600000
Non-brain cancer,Read2,Reticulosarcoma or lymphosarcoma NOS,B60z.00
Non-brain cancer,Read2,Rodent ulcer,B33..13
Non-brain cancer,Read2,Secondary and unspec malig neop ant mediastinal lymph nodes,B561300
Non-brain cancer,Read2,Secondary and unspec malig neop anterior cervical LN,B560800
Non-brain cancer,Read2,Secondary and unspec malig neop axilla and upper limb LN,B563.00
Non-brain cancer,Read2,Secondary and unspec malig neop axilla and upper limb LN NOS,B563z00
Non-brain cancer,Read2,Secondary and unspec malig neop axillary lymph nodes,B563000
Non-brain cancer,Read2,Secondary and unspec malig neop bronchopulmonary lymph nodes,B561800
Non-brain cancer,Read2,Secondary and unspec malig neop circumflex iliac LN,B565200
Non-brain cancer,Read2,Secondary and unspec malig neop coeliac lymph nodes,B562000
Non-brain cancer,Read2,Secondary and unspec malig neop common iliac lymph nodes,B562300
Non-brain cancer,Read2,Secondary and unspec malig neop deep cervical LN,B560900
Non-brain cancer,Read2,Secondary and unspec malig neop deep inguinal lymph nodes,B564100
Non-brain cancer,Read2,Secondary and unspec malig neop deep parotid lymph nodes,B560400
Non-brain cancer,Read2,Secondary and unspec malig neop diaphragmatic lymph nodes,B561200
Non-brain cancer,Read2,Secondary and unspec malig neop external iliac lymph nodes,B562400
Non-brain cancer,Read2,Secondary and unspec malig neop inferior mesenteric LN,B562200
Non-brain cancer,Read2,Secondary and unspec malig neop inferior tracheobronchial LN,B561700
Non-brain cancer,Read2,Secondary and unspec malig neop infraclavicular lymph nodes,B563200
Non-brain cancer,Read2,Secondary and unspec malig neop inguinal and lower limb LN,B564.00
Non-brain cancer,Read2,Secondary and unspec malig neop intercostal lymph nodes,B561100
Non-brain cancer,Read2,Secondary and unspec malig neop internal iliac lymph nodes,B565000
Non-brain cancer,Read2,Secondary and unspec malig neop internal mammary lymph nodes,B561000
Non-brain cancer,Read2,Secondary and unspec malig neop intra-abdominal LN NOS,B562z00
Non-brain cancer,Read2,Secondary and unspec malig neop intra-abdominal lymph nodes,B562.00
Non-brain cancer,Read2,Secondary and unspec malig neop intrapelvic LN NOS,B565z00
Non-brain cancer,Read2,Secondary and unspec malig neop intrapelvic lymph nodes,B565.00
Non-brain cancer,Read2,Secondary and unspec malig neop intrathoracic LN NOS,B561z00
Non-brain cancer,Read2,Secondary and unspec malig neop intrathoracic lymph nodes,B561.00
Non-brain cancer,Read2,Secondary and unspec malig neop lymph nodes head/face/neck,B560.00
Non-brain cancer,Read2,Secondary and unspec malig neop lymph nodes multiple sites,B56y.00
Non-brain cancer,Read2,Secondary and unspec malig neop lymph nodes NOS,B56z.00
Non-brain cancer,Read2,Secondary and unspec malig neop of facial lymph nodes,B560600
Non-brain cancer,Read2,Secondary and unspec malig neop of inguinal and leg LN NOS,B564z00
Non-brain cancer,Read2,Secondary and unspec malig neop of superficial parotid LN,B560000
Non-brain cancer,Read2,Secondary and unspec malig neop paratracheal lymph nodes,B561500
Non-brain cancer,Read2,Secondary and unspec malig neop pectoral lymph nodes,B563300
Non-brain cancer,Read2,Secondary and unspec malig neop post mediastinal lymph nodes,B561400
Non-brain cancer,Read2,Secondary and unspec malig neop pulmonary lymph nodes,B561900
Non-brain cancer,Read2,Secondary and unspec malig neop sacral lymph nodes,B565300
Non-brain cancer,Read2,Secondary and unspec malig neop submandibular lymph nodes,B560500
Non-brain cancer,Read2,Secondary and unspec malig neop submental lymph nodes,B560700
Non-brain cancer,Read2,Secondary and unspec malig neop superfic tracheobronchial LN,B561600
Non-brain cancer,Read2,Secondary and unspec malig neop superficial cervical LN,B560200
Non-brain cancer,Read2,Secondary and unspec malig neop superficial inguinal LN,B564000
Non-brain cancer,Read2,Secondary and unspec malig neop superficial mesenteric LN,B562100
Non-brain cancer,Read2,Secondary and unspec malig neop supratrochlear lymph nodes,B563100
Non-brain cancer,Read2,Secondary and unspec malignant neoplasm mastoid lymph nodes,B560100
Non-brain cancer,Read2,Secondary and unspec malignant neoplasm occipital lymph node,B560300
Non-brain cancer,Read2,Secondary and unspecified malignant neoplasm of lymph nodes,B56..00
Non-brain cancer,Read2,Secondary cancer of the cervix,B58y211
Non-brain cancer,Read2,Secondary cancer of the vulva,B58y411
Non-brain cancer,Read2,Secondary carcinoma of other specified sites,B58..11
Non-brain cancer,Read2,Secondary carcinoma of respiratory and/or digestive systems,B57..12
Non-brain cancer,Read2,Secondary malig neop of large intestine or rectum NOS,B575z00
Non-brain cancer,Read2,Secondary malig neop of respiratory and digestive systems,B57..00
Non-brain cancer,Read2,Secondary malig neop of respiratory or digestive system NOS,B57z.00
Non-brain cancer,Read2,Secondary malig neop of retroperitoneum and peritoneum,B576.00
Non-brain cancer,Read2,Secondary malig neop of retroperitoneum or peritoneum NOS,B576z00
Non-brain cancer,Read2,Secondary malig neop of small intestine or duodenum NOS,B574z00
Non-brain cancer,Read2,Secondary malignant neoplasm of adrenal gland,B587.00
Non-brain cancer,Read2,Secondary malignant neoplasm of bladder,B581100
Non-brain cancer,Read2,Secondary malignant neoplasm of bone and bone marrow,B585.00
Non-brain cancer,Read2,Secondary malignant neoplasm of breast,B58y000
Non-brain cancer,Read2,Secondary malignant neoplasm of cervix uteri,B58y200
Non-brain cancer,Read2,Secondary malignant neoplasm of colon,B575000
Non-brain cancer,Read2,Secondary malignant neoplasm of duodenum,B574000
Non-brain cancer,Read2,Secondary malignant neoplasm of epididymis and vas deferens,B58y800
Non-brain cancer,Read2,Secondary malignant neoplasm of ileum,B574200
Non-brain cancer,Read2,Secondary malignant neoplasm of jejunum,B574100
Non-brain cancer,Read2,Secondary malignant neoplasm of kidney,B580.00
Non-brain cancer,Read2,Secondary malignant neoplasm of large intestine and rectum,B575.00
Non-brain cancer,Read2,Secondary malignant neoplasm of liver,B153.00
Non-brain cancer,Read2,Secondary malignant neoplasm of liver,B577.00
Non-brain cancer,Read2,Secondary malignant neoplasm of lung,B570.00
Non-brain cancer,Read2,Secondary malignant neoplasm of mediastinum,B571.00
Non-brain cancer,Read2,Secondary malignant neoplasm of other digestive organ,B57y.00
Non-brain cancer,Read2,Secondary malignant neoplasm of other part of nervous system,B584.00
Non-brain cancer,Read2,Secondary malignant neoplasm of other respiratory organs,B573.00
Non-brain cancer,Read2,Secondary malignant neoplasm of other specified site NOS,B58yz00
Non-brain cancer,Read2,Secondary malignant neoplasm of other specified site NOS,B58z.00
Non-brain cancer,Read2,Secondary malignant neoplasm of other specified sites,B58..00
Non-brain cancer,Read2,Secondary malignant neoplasm of other specified sites,B58y.00
Non-brain cancer,Read2,Secondary malignant neoplasm of other urinary organ NOS,B581z00
Non-brain cancer,Read2,Secondary malignant neoplasm of other urinary organs,B581.00
Non-brain cancer,Read2,Secondary malignant neoplasm of ovary,B586.00
Non-brain cancer,Read2,Secondary malignant neoplasm of penis,B58y700
Non-brain cancer,Read2,Secondary malignant neoplasm of peritoneum,B576100
Non-brain cancer,Read2,Secondary malignant neoplasm of pleura,B572.00
Non-brain cancer,Read2,Secondary malignant neoplasm of prostate,B58y500
Non-brain cancer,Read2,Secondary malignant neoplasm of rectum,B575100
Non-brain cancer,Read2,Secondary malignant neoplasm of retroperitoneum,B576000
Non-brain cancer,Read2,Secondary malignant neoplasm of skin,B582.00
Non-brain cancer,Read2,Secondary malignant neoplasm of skin NOS,B582z00
Non-brain cancer,Read2,Secondary malignant neoplasm of skin of breast,B582600
Non-brain cancer,Read2,Secondary malignant neoplasm of skin of face,B582100
Non-brain cancer,Read2,Secondary malignant neoplasm of skin of head,B582000
Non-brain cancer,Read2,Secondary malignant neoplasm of skin of hip and leg,B582500
Non-brain cancer,Read2,Secondary malignant neoplasm of skin of neck,B582200
Non-brain cancer,Read2,Secondary malignant neoplasm of skin of shoulder and arm,B582400
Non-brain cancer,Read2,Secondary malignant neoplasm of skin of trunk,B582300
Non-brain cancer,Read2,Secondary malignant neoplasm of small intestine and duodenum,B574.00
Non-brain cancer,Read2,Secondary malignant neoplasm of testis,B58y600
Non-brain cancer,Read2,Secondary malignant neoplasm of tongue,B58y900
Non-brain cancer,Read2,Secondary malignant neoplasm of unknown site,B594.00
Non-brain cancer,Read2,Secondary malignant neoplasm of ureter,B581000
Non-brain cancer,Read2,Secondary malignant neoplasm of urethra,B581200
Non-brain cancer,Read2,Secondary malignant neoplasm of uterus,B58y100
Non-brain cancer,Read2,Secondary malignant neoplasm of vagina,B58y300
Non-brain cancer,Read2,Secondary malignant neoplasm of vulva,B58y400
Non-brain cancer,Read2,Secondary unspec malig neop lymph nodes head/face/neck NOS,B560z00
Non-brain cancer,Read2,Seminoma of descended testis,B471000
Non-brain cancer,Read2,Seminoma of testis,B47z.11
Non-brain cancer,Read2,Seminoma of undescended testis,B470200
Non-brain cancer,Read2,Sezary's disease,B622.00
Non-brain cancer,Read2,Sezary's disease NOS,B622z00
Non-brain cancer,Read2,Siewert type I adenocarcinoma,B107.00
Non-brain cancer,Read2,Siewert type II adenocarcinoma,B118.00
Non-brain cancer,Read2,Siewert type III adenocarcinoma,B119.00
Non-brain cancer,Read2,Small cell B-cell lymphoma,B62F000
Non-brain cancer,Read2,Solitary myeloma,B630100
Non-brain cancer,Read2,Solitary plasmacytoma,B630400
Non-brain cancer,Read2,Squamous cell carcinoma of skin,B338.00
Non-brain cancer,Read2,Squamous cell carcinoma of skin NOS,B33z.11
Non-brain cancer,Read2,Subacute leukaemia NOS,B682.00
Non-brain cancer,Read2,Subacute lymphoid leukaemia,B642.00
Non-brain cancer,Read2,Subacute monocytic leukaemia,B662.00
Non-brain cancer,Read2,Subacute myeloid leukaemia,B652.00
Non-brain cancer,Read2,Subacute myelomonocytic leukaemia,B692.00
Non-brain cancer,Read2,Subcutaneous panniculitic T-cell lymphoma,B62E700
Non-brain cancer,Read2,T/NK-cell lymphoma,B62E.00
Non-brain cancer,Read2,T-cell prolymphocytic leukaemia,B64y400
Non-brain cancer,Read2,Teratoma of descended testis,B471100
Non-brain cancer,Read2,Teratoma of testis,B47z.12
Non-brain cancer,Read2,Teratoma of undescended testis,B470300
Non-brain cancer,Read2,Thrombocytic leukaemia,B672.11
Non-brain cancer,Read2,True histiocytic lymphoma,B62x600
Non-brain cancer,Read2,T-zone lymphoma,B62x000
Non-brain cancer,Read2,Unspec malig neop lymphoid/histiocytic intra-abdominal nodes,B62z300
Non-brain cancer,Read2,Unspec malig neop lymphoid/histiocytic lymph node axilla/arm,B62z400
Non-brain cancer,Read2,Unspec malig neop lymphoid/histiocytic lymph node head/neck,B62z100
Non-brain cancer,Read2,Unspec malig neop lymphoid/histiocytic nodes inguinal/leg,B62z500
Non-brain cancer,Read2,Unspec malig neop lymphoid/histiocytic of intrapelvic nodes,B62z600
Non-brain cancer,Read2,Unspec malig neop lymphoid/histiocytic of intrathoracic node,B62z200
Non-brain cancer,Read2,Unspec malig neop lymphoid/histiocytic of multiple sites,B62z800
Non-brain cancer,Read2,Unspec malig neop lymphoid/histiocytic of unspecified site,B62z000
Non-brain cancer,Read2,Unspecified B-cell non-Hodgkin's lymphoma,B627W00
Non-brain cancer,Read2,Waldenstrom macroglobulinaemia,C333011
Non-brain cancer,Read2,Waldenstrom's macroglobulinaemia,C333000
Non-brain cancer,Read2,X-ray metastasis control,5136
Parkinson's disease,Read2,[X]Dementia in Parkinson's disease,Eu02300
Parkinson's disease,Read2,Cerebral degeneration in Parkinson's disease,F11x900
Parkinson's disease,Read2,History of Parkinson's disease,147F.00
Parkinson's disease,Read2,Paralysis agitans,F120.00
Parkinson's disease,Read2,Parkinson's disease,F12..00
Parkinson's disease,Read2,Parkinson's disease NOS,F12z.00
Peripheral Vascular Disease ,Read2,[D]Failure of peripheral circulation,R0550
Peripheral Vascular Disease ,Read2,[D]Gangrene,R054.
Peripheral Vascular Disease ,Read2,[D]Gangrene NOS,R054z
Peripheral Vascular Disease ,Read2,[D]Gangrene of toe in diabetic,R0542
Peripheral Vascular Disease ,Read2,"[D]Gangrene, spreading cutaneous",R0540
Peripheral Vascular Disease ,Read2,[D]Peripheral circulatory failure,R0550
Peripheral Vascular Disease ,Read2,[D]Widespread diabetic foot gangrene,R0543
Peripheral Vascular Disease ,Read2,[V] Personal history deep vein thrombosis,ZV128
Peripheral Vascular Disease ,Read2,[V] Personal history DVT- deep vein thrombosis,ZV128
Peripheral Vascular Disease ,Read2,[V] Personal history of pulmonary embolism,ZV129
Peripheral Vascular Disease ,Read2,[X]Aneurysm of aorta in diseases classified elsewhere,Gyu78
Peripheral Vascular Disease ,Read2,[X]Aneurysm of other specified arteries,Gyu73
Peripheral Vascular Disease ,Read2,"[X]Aortic aneurysm of unspecified site, nonruptured",Gyu72
Peripheral Vascular Disease ,Read2,"[X]Aortic aneurysm of unspecified site, ruptured",Gyu71
Peripheral Vascular Disease ,Read2,[X]Atherosclerosis of other arteries,Gyu70
